,username,content
550,stone_wind_hostel,"""한라산이 ❤가장❤ 잘 보이는 돌과바람 호스텔로 제주 한달살이 오셔요😊""⠀⠀돌과바람 호스텔은 장기 여행객분들을 위해보름살이,그리고 한달살이 이렇게장기숙박도 제공하고있습니다~⠀요새 제주 한달살이가 정말 핫하죠!!🔥🔥⠀알차고 행복한 한달살이를 위해서는숙소 선택이 정말 중요한거같아요🤗🤗⠀언제나 공용주방에서 취사도 가능하고아침에는 식빵,잼,시리얼,우유등 조식도 제공해드려요🍳⠀또한 언제나 깔끔한 방 유지를 위해서매일매일 청결하게 방청소를 해드립니다!!⠀보증금 없고 관리비도 없어서부과적으로 돈 나올걱정은 No No~⠀샴푸,바디워시,수건,생수,드라이기상시 비치해놓고 제공해드리고있어요~⠀인스타 DM이나 전화 064-732-3210로 문의 주세요🤗🤗⠀벌써 많은 분들이 찾아주셔서 방이 얼마 남지 않았습니다!! 어서 문의주세요😆💕⠀돌과바람 호스텔에서 함께 한달살이할 가족분들을 언제나 기다리겠습니다😍😍⠀"
551,stone_wind_hostel,"""한라산이 ❤가장❤ 잘 보이는 돌과바람 호스텔로 제주 한달살이 오셔요😊""⠀⠀돌과바람 호스텔은 장기 여행객분들을 위해보름살이,그리고 한달살이 이렇게장기숙박도 제공하고있습니다~⠀요새 제주 한달살이가 정말 핫하죠!!🔥🔥⠀알차고 행복한 한달살이를 위해서는숙소 선택이 정말 중요한거같아요🤗🤗⠀언제나 공용주방에서 취사도 가능하고아침에는 식빵,잼,시리얼,우유등 조식도 제공해드려요🍳⠀또한 언제나 깔끔한 방 유지를 위해서매일매일 청결하게 방청소를 해드립니다!!⠀보증금 없고 관리비도 없어서부과적으로 돈 나올걱정은 No No~⠀샴푸,바디워시,수건,생수,드라이기상시 비치해놓고 제공해드리고있어요~⠀인스타 DM이나 전화 064-732-3210로 문의 주세요🤗🤗⠀벌써 많은 분들이 찾아주셔서 방이 얼마 남지 않았습니다!! 어서 문의주세요😆💕⠀돌과바람 호스텔에서 함께 한달살이할 가족분들을 언제나 기다리겠습니다😍😍⠀"
552,moment_of_elle,I fell in ❤️ with Gudumi.  It was truly a case of ❤️ at first sight!Music creditsMusic: Romantic InspirationURL: https://freepd.com/License: https://creativecommons.org/publicdomain/zero/1.0/legalcode#mindfulness #meditation #mindbodysoul #naturehealing #oceanscape #oceanview #blueocean #coast #islet #turtle #naturelover #nature #naturevideo  #jejuisland #jeju #southkorea #korea #서귀포 #서귀포시 #제주도 #gudumi #bomok #seopseom #섭섬 #구두미 #보목 #보목포구
553,so_yeon4810,
554,min_0_79,Happiness
555,seoriseul,제주 애월 힐링 여행...* #서리슬 #배우#배우스타그램 #제주 #jeju #여행 #제주도 #애월  #함덕 #함덕해수욕장 #제주함덕 #풍경사진 #서우봉 #애월카페 #델문도 #셀카#봄 #바다  #5월  #풍경 #힐링 #꿀잼 #인생샷 #감성 #공감  #애월 #바다여행 #제주하복 #제주도여행
556,___jhj_______,많이 늦은 업로드🤢코로나 터지기 전에 다녀왔어요😉🍃🌴🌲🌿🌻🏝⛰#jeju#애월#서귀포#보롬왓#하이앤드제주#바다다
557,irene_jeju,#베베라인 #남매룩 #자매룩 #형제룩..▪마이베베세트/ 크림 먹색 /S (~6m) M (~12m)... .........🏷문의는 언제든지 다이렉트&amp;카톡 gogo!🏷카톡 : irene8478...#제주아동복#아동복매장#제주시청아동복#등원룩#제주맘#아동복코디#여름신상#제주아이린#제주#제주도#jeju#제주옷가게#제주도옷가게#제주시청옷가게#데일리#데일리룩#옷스타그램#신상#일상#소통#팔로우#인친#daily#dailylook#등원룩
558,choiape,양귀비꽃.옆에서 보고 있다보면 슬슬 팔다리가 나른해지고 웃음이 나는건 기분탓이렷다.🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️
559,jinju_ring,작고 싶은 나 🙂점 처럼 찍어주세요 📸
560,jull__laiiiii,휴양지 온거 같애😭그래 바로 이 너낌이지🤤#발리적인너낌..#제주#제주여행#제주숙소#중문호텔#jeju
561,j3am_2,오늘의#오오티디(feat.백사장과바다그리고하늘)+아참 머리카락 자름
562,rxxang,스위스 저리가라 제위스💚물에 비친 나무도 하늘도 새소리까지너무 이뻐서 신기했던곳#요정들이살거같은#제위스#이담랜드
563,jeju_carepilates,#추억#케어필라테스제주1기넘 보고 싶네요!!잘 지내시죠??각자의 자리에서 최선을 다하고 있죠??오늘따라 더 궁금합니다^^ᆞᆞ#제주필라테스#신제주필라테스#연동필라테스#노형필라테스#케어필라테스제주#필라테스강사#제주기구필라테스#제주필라테스개인레슨#제주운동센터#제주다이어트#제주체형교정#제주번지피트니스 #번지피지오 #jeju #제주맘.
564,y_u_r__ii,햄버거 기다리는즁 💟......#instagram #instadaily #instagood #photography #photooftheday #travel #jeju #여행스타그램
565,seoriseul,"제주 애월에 있는 전복 맛집..* 바다 뷰도 넘 멋있었고, 음식도 맛있고 제대로 힐링하고 온 여행...*#서리슬 #배우#배우스타그램 #제주 #jeju #여행 #제주도 #제주맛집 #함덕 #함덕해수욕장 #제주함덕 #풍경사진 #서우봉 #애월카페 #델문도 #셀카#봄 #바다  #5월  #풍경 #힐링 #꿀잼 #인생샷 #감성 #공감  #애월 #애월맛집 #제주하복 #제주도여행"
566,kang_s.s_,#jeju  #cafe #coffee #외도동 #외도카페  #ㄱㄹㅇㄷ
567,aramxus,두쇠리랑 제주한달살기 하고싶다🦦
568,randa_me_,⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀데이지랑🤍💛⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀#제주 #제주도 #제주도여행#jeju #jejuisland #randa_in_Jeju
569,irene_jeju,#남매룩 #형제룩 #자매룩 ..▪마이티 / 먹색 크림 / S ~ XL.........🏷문의는 언제든지 다이렉트&amp;카톡 gogo!🏷카톡 : irene8478...#제주아동복#아동복매장#제주시청아동복#등원룩#제주맘#아동복코디#여름신상#제주아이린#제주#제주도#jeju#제주옷가게#제주도옷가게#제주시청옷가게#데일리#데일리룩#옷스타그램#신상#일상#소통#팔로우#인친#daily#dailylook
570,kang.jado,오늘은 공원나들이~
571,mincaronn,제주3일차 시골총각.....#일상#소통#여행#daily#ootd#jeju#like#좋아요#제주도#제주#가파도
572,woogi_wooginoki,..코로나로 운동부족인가족들을 위한신랑의 픽!우리가족 홈트건강해지자🏃🏻🏃🏻‍♀️.제주소녀 신문물에 신났네..#홈트#워킹패드#열심히운동하자#코로나도물리치자#제주#우기노키라이프#hometraining #jeju#wooginokilife
573,hadojung,[제주독채펜션하도정]#산책 길에 만난 #건초 더미들 💶💵💰💸 #말밥 #소밥#이느낌무엇 너~~~무 #유럽여행 인줄😄#하도정일상 #하도정산책길 #제주날씨 #좋아요 어느덧 #여름 🔆 😅-----#제주독채펜션 #제주커플펜션 #제주가족펜션 #제주동쪽숙소 #제주감성숙소 #구좌읍숙소 #세화리펜션 #제주바닷가숙소 #하도리펜션 #구좌읍펜션 #제주펜션 #하도정 #jeju #hadojung #airbnb #제주여행 #제주도 #제주펜션추천 #여행스타그램
574,dperfreedive,"밤부터 비가 많이 온다네요,⠀내일은 바다가 안 좋을것으로 예보되어 쉬어갑니다! 디퍼는 토요일부터 다시 고고,고고고고 합니다!⠀Go Dper, Go Deeper!!⠀#제주도프리다이빙#디퍼프리다이브#프리다이빙#제주도#서귀포#코리아컵 #여행#dperfreedive#dper#freediving#yoga#jeju#jejudo#travel#trip#AIDA#Apnea#Koreacup #underwater⠀www.dperfreedive.com⠀⠀⠀"
